2025-05-14,13:57:20,AIRCON turned ON
2025-05-14,13:58:59,LIGHTS turned OFF after 0:01:39.119720
2025-05-14,13:58:59,AIRCON turned OFF after 0:01:39.117418
2025-05-14,13:59:05,LIGHTS turned ON
2025-05-14,13:59:05,AIRCON turned ON
2025-05-14,13:59:31,LIGHTS turned OFF after 0:00:25.318529
2025-05-14,13:59:31,AIRCON turned OFF after 0:00:25.318068
2025-05-14,13:59:36,LIGHTS turned ON
2025-05-14,13:59:36,AIRCON turned ON
2025-05-14,14:29:19,LIGHTS turned ON
2025-05-14,14:29:19,AIRCON turned ON
2025-05-14,14:30:23,LIGHTS turned OFF after 0:01:04.551965
2025-05-14,14:30:23,AIRCON turned OFF after 0:01:04.547522
2025-05-14,14:31:18,LIGHTS turned ON
2025-05-14,14:31:18,AIRCON turned ON
2025-05-14,14:31:19,LIGHTS turned OFF after 0:00:00.581822
2025-05-14,14:31:19,AIRCON turned OFF after 0:00:00.589368
2025-05-14,15:05:16,LIGHTS turned ON
2025-05-14,15:05:16,AIRCON turned ON
2025-05-14,15:13:38,LIGHTS turned OFF after 0:08:22.360776
2025-05-14,15:13:38,AIRCON turned OFF after 0:08:22.366302
2025-05-14,15:13:56,LIGHTS turned ON
2025-05-14,15:13:56,AIRCON turned ON
2025-05-14,15:43:40,LIGHTS turned ON
2025-05-14,15:43:40,AIRCON turned ON
2025-05-14,15:52:24,LIGHTS turned ON
2025-05-14,15:52:24,AIRCON turned ON
2025-05-14,15:52:34,LIGHTS turned ON
2025-05-14,15:52:34,AIRCON turned ON
2025-05-14,15:56:25,LIGHTS turned ON
2025-05-14,15:56:25,AIRCON turned ON
2025-05-14,15:57:27,LIGHTS turned ON
2025-05-14,15:57:27,AIRCON turned ON
2025-05-14,15:57:42,LIGHTS turned ON
2025-05-14,15:57:42,AIRCON turned ON
2025-05-14,15:59:02,LIGHTS turned ON
2025-05-14,15:59:02,AIRCON turned ON
2025-05-14,15:59:39,LIGHTS turned ON
2025-05-14,15:59:39,AIRCON turned ON
2025-05-14,15:59:50,LIGHTS turned ON
2025-05-14,15:59:50,AIRCON turned ON
2025-05-14,16:00:34,LIGHTS turned ON
2025-05-14,16:00:34,AIRCON turned ON
2025-05-14,16:00:48,LIGHTS turned ON
2025-05-14,16:00:48,AIRCON turned ON
2025-05-14,16:01:24,LIGHTS turned ON
2025-05-14,16:01:24,AIRCON turned ON
2025-05-14,16:01:53,LIGHTS turned ON
2025-05-14,16:01:53,AIRCON turned ON
2025-05-14,16:02:31,LIGHTS turned ON
2025-05-14,16:02:31,AIRCON turned ON
2025-05-14,16:03:09,LIGHTS turned ON
2025-05-14,16:03:09,AIRCON turned ON
2025-05-14,16:03:26,LIGHTS turned ON
2025-05-14,16:03:26,AIRCON turned ON
2025-05-14,16:03:49,LIGHTS turned ON
2025-05-14,16:03:49,AIRCON turned ON
2025-05-14,16:03:58,LIGHTS turned ON
2025-05-14,16:03:58,AIRCON turned ON
2025-05-14,16:06:33,LIGHTS turned ON
2025-05-14,16:06:33,AIRCON turned ON
2025-05-14,16:06:46,LIGHTS turned ON
2025-05-14,16:06:46,AIRCON turned ON
2025-05-14,16:07:30,LIGHTS turned ON
2025-05-14,16:07:30,AIRCON turned ON
2025-05-14,16:08:36,LIGHTS turned ON
2025-05-14,16:08:36,AIRCON turned ON
2025-05-14,16:09:15,LIGHTS turned ON
2025-05-14,16:09:15,AIRCON turned ON
2025-05-14,16:09:26,LIGHTS turned ON
2025-05-14,16:09:26,AIRCON turned ON
2025-05-14,16:10:29,LIGHTS turned ON
